Date,has_bse,BSE_Close,Gold_Price,DJI_Close,INR_per_USD,DJI_INR,Gold_INR
1951-12-15,0,0.0,34.71,265.5,4.76,1263.78,165.21959999999999
1951-12-16,0,0.0,34.71,265.8,4.76,1265.208,165.21959999999999
1952-01-06,0,0.0,34.71,270.3,4.76,1286.628,165.21959999999999
1952-01-07,0,0.0,34.71,270.3,4.76,1286.628,165.21959999999999
1952-01-15,0,0.0,34.71,270.5,4.76,1287.58,165.21959999999999
1952-01-20,0,0.0,34.71,274.1,4.76,1304.7160000000001,165.21959999999999
1952-02-01,0,0.0,34.71,271.7,4.76,1293.292,165.21959999999999
1952-02-07,0,0.0,34.71,268.4,4.76,1277.5839999999998,165.21959999999999
1952-02-13,0,0.0,34.71,266.2,4.76,1267.1119999999999,165.21959999999999
1952-03-05,0,0.0,34.71,264.7,4.76,1259.972,165.21959999999999
1952-03-07,0,0.0,34.71,263.9,4.76,1256.1639999999998,165.21959999999999
1952-03-16,0,0.0,34.71,264.1,4.76,1257.116,165.21959999999999
1952-04-01,0,0.0,34.71,267.2,4.76,1271.8719999999998,165.21959999999999
1952-04-06,0,0.0,34.71,263.4,4.76,1253.7839999999999,165.21959999999999
1952-04-08,0,0.0,34.71,265.3,4.76,1262.828,165.21959999999999
1952-04-10,0,0.0,34.71,265.8,4.76,1265.208,165.21959999999999
1952-04-15,0,0.0,34.71,261.3,4.76,1243.788,165.21959999999999
1952-04-22,0,0.0,34.71,261.1,4.76,1242.836,165.21959999999999
1952-04-24,0,0.0,34.71,258.9,4.76,1232.3639999999998,165.21959999999999
1952-04-27,0,0.0,34.71,260.0,4.76,1237.6,165.21959999999999
1952-04-30,0,0.0,34.71,257.6,4.76,1226.1760000000002,165.21959999999999
1952-05-03,0,0.0,34.71,260.6,4.76,1240.4560000000001,165.21959999999999
1952-05-14,0,0.0,34.71,261.0,4.76,1242.36,165.21959999999999
1952-06-01,0,0.0,34.71,262.3,4.76,1248.548,165.21959999999999
1952-06-01,0,0.0,34.71,262.3,4.76,1248.548,165.21959999999999
1952-06-03,0,0.0,34.71,262.1,4.76,1247.596,165.21959999999999
1952-06-06,0,0.0,34.71,268.0,4.76,1275.6799999999998,165.21959999999999
1952-06-13,0,0.0,34.71,268.6,4.76,1278.536,165.21959999999999
1952-06-17,0,0.0,34.71,268.0,4.76,1275.6799999999998,165.21959999999999
1952-06-23,0,0.0,34.71,269.5,4.76,1282.82,165.21959999999999
1952-06-23,0,0.0,34.71,269.5,4.76,1282.82,165.21959999999999
1952-07-03,0,0.0,34.71,275.0,4.76,1309.0,165.21959999999999
1952-07-05,0,0.0,34.71,274.2,4.76,1305.1919999999998,165.21959999999999
1952-07-05,0,0.0,34.71,274.2,4.76,1305.1919999999998,165.21959999999999
1952-07-06,0,0.0,34.71,274.2,4.76,1305.1919999999998,165.21959999999999
1952-07-07,0,0.0,34.71,274.2,4.76,1305.1919999999998,165.21959999999999
1952-07-09,0,0.0,34.71,273.3,4.76,1300.908,165.21959999999999
1952-07-13,0,0.0,34.71,275.1,4.76,1309.476,165.21959999999999
1952-07-16,0,0.0,34.71,276.8,4.76,1317.568,165.21959999999999
1952-07-20,0,0.0,34.71,274.9,4.76,1308.524,165.21959999999999
1952-07-24,0,0.0,34.71,279.3,4.76,1329.468,165.21959999999999
1952-07-28,0,0.0,34.71,277.9,4.76,1322.8039999999999,165.21959999999999
1952-08-02,0,0.0,34.71,279.9,4.76,1332.3239999999998,165.21959999999999
1952-08-12,0,0.0,34.71,278.1,4.76,1323.756,165.21959999999999
1952-08-14,0,0.0,34.71,277.8,4.76,1322.328,165.21959999999999
1952-08-15,0,0.0,34.71,277.4,4.76,1320.4239999999998,165.21959999999999
1952-08-27,0,0.0,34.71,273.8,4.76,1303.288,165.21959999999999
1952-09-03,0,0.0,34.71,277.2,4.76,1319.472,165.21959999999999
1952-09-05,0,0.0,34.71,276.5,4.76,1316.1399999999999,165.21959999999999
1952-09-11,0,0.0,34.71,272.1,4.76,1295.1960000000001,165.21959999999999
1952-09-18,0,0.0,34.71,269.7,4.76,1283.772,165.21959999999999
1952-09-27,0,0.0,34.71,271.7,4.76,1293.292,165.21959999999999
1952-10-09,0,0.0,34.71,271.0,4.76,1289.96,165.21959999999999
1952-10-15,0,0.0,34.71,267.1,4.76,1271.396,165.21959999999999
1952-11-19,0,0.0,34.71,280.1,4.76,1333.276,165.21959999999999
1952-11-23,0,0.0,34.71,281.1,4.76,1338.036,165.21959999999999
1952-11-24,0,0.0,34.71,281.1,4.76,1338.036,165.21959999999999
1952-11-28,0,0.0,34.71,283.7,4.76,1350.4119999999998,165.21959999999999
1952-12-08,0,0.0,34.71,283.6,4.76,1349.9360000000001,165.21959999999999
1952-12-08,0,0.0,34.71,283.6,4.76,1349.9360000000001,165.21959999999999
1952-12-09,0,0.0,34.71,285.1,4.76,1357.076,165.21959999999999
1952-12-31,0,0.0,34.71,291.9,4.76,1389.4439999999997,165.21959999999999
1953-01-16,0,0.0,34.96,287.2,4.76,1367.072,166.40959999999998
1953-01-18,0,0.0,34.96,287.0,4.76,1366.12,166.40959999999998
1953-01-18,0,0.0,34.96,287.0,4.76,1366.12,166.40959999999998
1953-01-29,0,0.0,34.96,288.0,4.76,1370.8799999999999,166.40959999999998
1953-02-07,0,0.0,34.96,282.0,4.76,1342.32,166.40959999999998
1953-02-09,0,0.0,34.96,282.0,4.76,1342.32,166.40959999999998
